id	kind	verdict	deferred	current_gold	model_pred	panel_opus	c_opus	panel_sonnet	c_sonnet	panel_haiku	c_haiku	panel_adv	agree	mean_conf	sample_values
g0018	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.97	url	0.99	url	0.95	url	3	0.97	https://www.eventbrite.co.uk/e/becoming- | https://www.eventbrite.co.uk/e/the-data- | https://www.eventbrite.co.uk/e/keboola-d | https://www.eventbrite.co.uk/e/keboola-d | https://www.eventbrite.co.uk/e/data-fest | https://www.eventbrite.co.uk/e/nlp-how-t | https://www.eventbrite.co.uk/e/are-you-u | https://www.eventbrite.co.uk/e/conversio | https://www.eventbrite.co.uk/e/how-to-be | https://www.eventbrite.co.uk/e/data-tool | https://www.eventbrite.co.uk/e/how-to-be | https://www.eventbrite.co.uk/e/datagirls | https://www.eventbrite.co.uk/e/datagirls | https://www.eventbrite.co.uk/e/keboola-d
g0019	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.97	url	0.99	url	0.9	url	3	0.95	https://medrxiv.org/cgi/content/short/20 | https://doi.org/10.1016/j.jad.2021.04.05 | https://doi.org/10.1016/j.jsat.2021.1084 | https://doi.org/10.1016/j.micpath.2021.1 | https://doi.org/10.1111/jocn.15863 | https://doi.org/10.1038/s41398-021-01426 | https://doi.org/10.1136/bmjopen-2020-044 | https://doi.org/10.1038/s41398-021-01410 | https://doi.org/10.2196/27280 | https://doi.org/10.9778/cmajo.20210008 | https://doi.org/10.1016/j.psychres.2021. | https://doi.org/10.1002/1348-9585.12227 | https://doi.org/10.1111/inm.12883 | https://doi.org/10.1097/NCM.000000000000 | https://share.osf.io/preprint/46084-968-
g0020	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.97	url	0.99	url	0.95	url	3	0.97	https://southbucks.gov.uk/planning/cores | https://www.wycombe.gov.uk/uploads/publi | https://chiltern.gov.uk/planning/chalfon | https://www.aylesburyvaledc.gov.uk/sites | https://www.aylesburyvaledc.gov.uk/sites | https://chiltern.gov.uk/planning/chalfon | https://www.aylesburyvaledc.gov.uk/sites | https://www.aylesburyvaledc.gov.uk/sites | https://www.aylesburyvaledc.gov.uk/sites | https://www.aylesburyvaledc.gov.uk/sites | https://www.aylesburyvaledc.gov.uk/sites | https://www.buckscc.gov.uk/media/4514370 | https://www.aylesburyvaledc.gov.uk/sites | https://www.aylesburyvaledc.gov.uk/sites | https://www.wycombe.gov.uk/uploads/publi | https://www.wycombe.gov.uk/uploads/publi | https://www.aylesburyvaledc.gov.uk/sites | https://www.wycombe.gov.uk/uploads/publi | https://www.aylesburyvaledc.gov.uk/sites | https://www.wycombe.gov.uk/uploads/publi
g0021	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.97	url	0.99	url	0.95	url	3	0.97	https://doi.org/10.31662/jmaj.2021-0039 | https://doi.org/10.1017/S109285292000133 | https://doi.org/10.3889/oamjms.2021.5841 | https://doi.org/10.1007/s10943-021-01391 | https://doi.org/10.1007/s13178-021-00633 | https://doi.org/10.1016/j.ufug.2021.1272 | https://doi.org/10.1016/j.ajem.2021.08.0 | https://doi.org/10.3389/fpsyt.2021.70830 | https://doi.org/10.1109/JBHI.2021.310634 | https://doi.org/10.1136/bmjopen-2021-053 | https://medrxiv.org/cgi/content/short/20 | https://doi.org/10.1016/S2213-2600(21)00 | https://doi.org/10.1371/journal.pone.025 | https://doi.org/10.1007/s11469-021-00596 | https://doi.org/10.1109/UR52253.2021.949 | https://doi.org/10.1177/1524839921103331 | https://doi.org/10.7759/cureus.16420 | https://doi.org/10.1016/j.jadohealth.202 | https://doi.org/10.3390/ijerph18168485 | https://doi.org/10.1177/1533317521103908
g0022	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.97	url	0.99	url	0.95	url	3	0.97	https://doi.org/10.1038/nphys566 | https://doi.org/10.1038/nphys549 | https://doi.org/10.1038/nphys578 | https://doi.org/10.1038/nphys573 | https://doi.org/10.1038/nphys591 | https://doi.org/10.1038/nphys579 | https://doi.org/10.1038/nphys581 | https://doi.org/10.1038/nphys580 | https://doi.org/10.1038/nphys592 | https://doi.org/10.1038/nphys590 | https://doi.org/10.1038/nphys593 | https://doi.org/10.1038/nphys585 | https://doi.org/10.1038/nphys594 | https://doi.org/10.1038/nphys587 | https://doi.org/10.1038/nphys589
g0023	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.97	url	0.99	url	0.95	url	3	0.97	https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri | https://www.scopus.com/inward/record.uri
g0024	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.97	url	0.99	url	0.95	url	3	0.97	https://doi.org/10.1038/s41565-019-0570- | https://doi.org/10.1038/s41565-019-0591- | https://doi.org/10.1038/s41565-019-0573- | https://doi.org/10.1038/s41565-019-0581- | https://doi.org/10.1038/s41565-019-0579- | https://doi.org/10.1038/s41565-019-0568- | https://doi.org/10.1038/s41565-019-0590- | https://doi.org/10.1038/s41565-019-0597- | https://doi.org/10.1038/s41565-019-0592-
g0025	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.95	url	0.99	url	0.95	url	3	0.96	https://www.harp.lg.jp/opendata/dataset/ | https://www.pref.fukui.lg.jp/doc/toukei- | https://github.com/codeforosaka/covid19 | http://www.pref.fukushima.lg.jp/w4/covid | https://catalog.data.metro.tokyo.lg.jp/o | https://opendata.pref.shizuoka.jp/datase | https://yamaguchi-opendata.jp/ckan/datas | http://open-data.pref.hyogo.lg.jp/?page_ | https://www.pref.wakayama.lg.jp/prefg/04 | https://www.open-governmentdata.org/fuku | https://github.com/civictechzenchiba/cov | https://www.pref.kumamoto.jp/kiji_22038. | https://github.com/bpr-gunma/covid19 | https://www.pref.nagano.lg.jp/hoken-ship | https://data.gifu-opendata.pref.gifu.lg.
g0027	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 31 | 135 | 37 | 18 | 1 | 3 | 69 | 6
g0028	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 2 | 8 | 77 | 3 | 6
g0029	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 14 | 5 | 30 | 1
g0030	ac-03	CONFIRM		representation.numeric.integer_number	representation.boolean.binary	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 8 | 66 | 1 | 49 | 10 | 4
g0031	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 2 | 1 | 6 | 27 | 4
g0032	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 28 | 2 | 1 | 33 | 6
g0033	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	0 | 5 | 37 | 8 | 1 | 20 | 4
g0034	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.8	integer_number	0.85	integer_number	0.95	integer_number	3	0.87	0 | 7 | 38
g0035	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	162 | 5 | 2 | 88 | 71 | 0 | 11 | 16 | 3 | 6 | 1 | 13
g0036	ac-03	CONFIRM		representation.numeric.integer_number	representation.boolean.binary	integer_number	0.6	integer_number	0.75	integer_number	0.9	integer_number	3	0.75	0 | 2 | 7 | 1 | 17 | 3
g0037	ac-03	CONFIRM		representation.numeric.integer_number	representation.boolean.binary	integer_number	0.6	integer_number	0.75	integer_number	0.9	integer_number	3	0.75	17 | 0 | 1 | 7 | 3 | 2
g0039	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.55	integer_number	0.7	categorical	0.85	integer_number	2	0.62	0 | 15 | 16 | 11 | 5 | 17 | 14 | 9 | 8 | 7 | 13 | 19 | 4 | 2 | 18 | 10 | 1 | 12 | 3 | 6
g0040	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.55	integer_number	0.65	categorical	0.85	integer_number	2	0.6	0 | 16 | 5 | 9 | 14 | 8 | 7 | 1 | 2 | 34 | 4 | 6 | 3
g0041	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.55	integer_number	0.65	categorical	0.85	integer_number	2	0.6	0 | 16 | 2 | 34 | 5 | 9 | 14 | 8 | 7 | 1 | 4 | 6 | 3
g0043	ac-03	CONFIRM		representation.numeric.integer_number	representation.boolean.binary	integer_number	0.6	integer_number	0.7	categorical	0.85	integer_number	2	0.65	0 | 17 | 7 | 2 | 1 | 3
g0044	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.55	integer_number	0.65	categorical	0.85	integer_number	2	0.6	0 | 16 | 5 | 9 | 14 | 2 | 34 | 1 | 4 | 8 | 7 | 6 | 3
g0045	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.6	integer_number	0.7	categorical	0.85	integer_number	2	0.65	0 | 18 | 2 | 4 | 7 | 19 | 6 | 1
g0046	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.65	integer_number	0.7	categorical	0.9	integer_number	2	0.68	0 | 2 | 1 | 8 | 6 | 12 | 4
g0047	ac-03	CONFIRM		representation.numeric.integer_number	representation.boolean.binary	integer_number	0.85	integer_number	0.85	integer_number	0.85	integer_number	3	0.85	0 | 15 | 11 | 91 | 26 | 22 | 32 | 16 | 5 | 37 | 139 | 192 | 1261 | 81397 | 1 | 33 | 78166 | 4 | 40 | 27
g0048	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.6	integer_number	0.7	categorical	0.9	integer_number	2	0.65	0 | 35 | 2 | 1 | 3 | 6
g0049	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.6	integer_number	0.75	categorical	0.85	integer_number	2	0.68	55 | 0 | 50 | 1
g0050	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.55	integer_number	0.65	categorical	0.85	integer_number	2	0.6	0 | 16 | 8 | 7 | 1 | 4 | 6 | 3 | 5 | 9 | 14 | 2 | 34
g0051	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.65	integer_number	0.8	integer_number	0.9	monetary_amount	2	0.85	0 | 22775000 | 914445000 | 759950000 | 33625000 | 416755000 | 316250000 | 82800000 | 25200000 | 50300000 | 744515000 | 292650000 | 40660000 | 64400000 | 67200000 | 825000000
g0052	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.8	integer_number	0.75	categorical	0.8	integer_number	2	0.78	0 | 15 | 16 | 11 | 26 | 22 | 5 | 14 | 9 | 54 | 17 | 50 | 1 | 2 | 10 | 28 | 4 | 3 | 6 | 7
g0053	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.6	integer_number	0.75	categorical	0.85	integer_number	2	0.68	0 | 365 | 361 | 4
g0054	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.75	integer_number	0.8	categorical	0.8	integer_number	2	0.78	0 | 11 | 8 | 5 | 17 | 9 | 1 | 2 | 28 | 49 | 50 | 3 | 38 | 6 | 4
g0056	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.6	integer_number	0.7	categorical	0.85	integer_number	2	0.65	0 | 18 | 2 | 1 | 4 | 7 | 19 | 6
g0057	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.8	integer_number	0.75	integer_number	0.9	integer_number	3	0.82	0 | 15 | 16 | 22 | 11 | 30 | 17 | 9 | 19 | 8 | 21 | 18 | 10 | 12 | 36
g0058	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.75	integer_number	0.75	integer_number	0.95	integer_number	3	0.82	62 | 5 | 8 | 10 | 72 | 4 | 0
g0059	ac-03	CONFIRM		geography.location.country_code	geography.location.country_code	country_code	0.95	country_code	0.99	country_code	0.95	country_code	3	0.96	JP | BR | ES | SG | ZA | FR | IT | RU | MX | AU | HK | TW | IE | AE | TH | IN | CN | US | CH | IL
g0066	ac-03	CONFIRM		representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	alphanumeric_id	0.85	alphanumeric_id	0.95	alphanumeric_id	0.95	alphanumeric_id	3	0.92	wfo-0001083709 | wfo-0001042952 | wfo-0001083699 | wfo-0001083701 | wfo-0001083703 | wfo-4000018409 | wfo-0000725796 | wfo-0001083707 | wfo-0001083702 | wfo-0001083706
g0068	ac-03	CONFIRM		representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	alphanumeric_id	0.85	alphanumeric_id	0.95	alphanumeric_id	0.95	alphanumeric_id	3	0.92	msg50490982 | msg50267581 | msg48838753 | msg49031699 | msg49198262 | msg47590094 | msg47682996 | msg47961742 | msg48251618 | msg47495627 | msg49354214 | msg49570787 | msg50131793 | msg48655903 | msg48900692 | msg49045840 | msg49139396 | msg49296295 | msg47717490 | msg47433017
g0069	ac-03	CONFIRM		representation.identifier.alphanumeric_id	unknown	alphanumeric_id	0.75	alphanumeric_id	0.9	alphanumeric_id	0.9	alphanumeric_id	3	0.85	131795-2 | 69732-1 | 774083-1 | 442514-1 | 69733-1 | 131797-2 | 325225-1
g0070	ac-03	CONFIRM		datetime.component.year	datetime.component.year	year	0.85	year	0.9	integer_number	0.95	year	2	0.88	1997 | 2004 | 2005
g0071	ac-03	CONFIRM		datetime.component.year	datetime.component.year	year	0.85	year	0.9	integer_number	0.95	year	2	0.88	1942 | 1968 | 1983 | 1978
g0080	ac-03	CONFIRM		datetime.epoch.unix_seconds	datetime.epoch.unix_seconds	unix_seconds	0.85	unix_seconds	0.9	unix_timestamp	0.95	epoch_seconds	2	0.88	1471606794 | 1405381123 | 1398295459 | 1398294511 | 1395404552 | 1395361889 | 1471611089 | 1471606765 | 1400290289 | 1396313214 | 1396312228 | 1395404636 | 1471607417 | 1398156914 | 1396360629 | 1396348716 | 1395404754 | 1405380889 | 1398294439 | 1396312885
g0085	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.95	isbn	0.99	isbn	0.98	isbn	3	0.97	9781421526768 | 9781421519104 | 9781421531359 | 9781421526003 | 9781421524726 | 9781421525686 | 9781427815798 | 9781427808271 | 9781421527642 | 9781427815934
g0086	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.95	isbn	0.99	isbn	0.98	isbn	3	0.97	9780679760801 | 9781786691378 | 9780590353427 | 9780747551003 | 9780747546245 | 9781933372600
g0087	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.95	isbn	0.99	isbn	0.98	isbn	3	0.97	978-1-4673-2312-3 | 978-1-4799-6929-6 | 978-1-5386-2671-9 | 978-0-7695-4439-7 | 978-0-7695-3383-4 | 978-1-4673-6564-2 | 978-1-7281-3925-8 | 978-1-7281-0872-8 | 978-1-5090-6471-7 | 978-1-4503-5663-3 | 978-1-5386-1449-5 | 978-0-7695-4670-4 | 978-1-4673-4529-3 | 978-1-4799-8676-7 | 978-1-4244-5540-9 | 978-1-4577-0687-5 | 978-1-7281-3018-7 | 978-1-5090-6734-3 | 978-1-4799-8547-0 | 978-1-5090-2612-8
g0088	ac-03	CONFIRM		identity.commerce.isbn	identity.medical.npi	isbn	0.9	isbn	0.95	isbn	0.95	isbn	3	0.93	031618201X | 1421541777 | 0316071129 | 1935654357 | 1421541521 | 1421542803 | 1612620272 | None | 1421541025
g0089	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.95	isbn	0.99	isbn	0.98	isbn	3	0.97	9780345510303 | 9781421536903 | 9780345485908 | 9782923563190 | 9781421531342 | 9781421529295 | 9781421528434 | 9781421528410 | 9782921548649 | 9781439576144
g0090	ac-03	CONFIRM		identity.commerce.isbn	identity.medical.npi	isbn	0.9	isbn	0.95	isbn	0.95	isbn	3	0.93	1612620248 | 0316250945 | 1612622593 | 1421552434 | 1421552485 | 0316250929 | 1612620078 | None | 1937867250 | 1612620957
g0091	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.95	isbn	0.99	isbn	0.98	isbn	3	0.97	9780316244299 | 9781612620077 | 9781421552439 | 9780316250948 | 9781937867256 | 9781612620954 | 9780316250924 | 9781421552484 | 9781612620244 | 9781612622590
g0092	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.9	isbn	0.95	isbn	0.95	isbn	3	0.93	1427808279 | 1421519100 | 0345510240 | 142152676X | 1421531356 | 142152600X | 1427815933 | 1421525682 | 1421527642 | 0345512421
g0093	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.95	isbn	0.99	isbn	0.98	isbn	3	0.97	9780759529687 | 9781421532257 | 9781421530734 | 9781421523552 | 9781421532325 | 9781427816269 | 9781421523873 | 9781421533049 | 9781421530079 | 9781421528441
g0094	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.95	isbn	0.99	isbn	0.98	isbn	3	0.97	9780061688676 | 9781427816870 | 9781421531373 | 9781421527680 | 9780345521590 | 9781421534749 | 9781421535135 | 9781421535432 | 9781421532707 | 9781421536309
g0095	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.95	isbn	0.99	isbn	0.98	isbn	3	0.97	978-1-7281-0369-3 | 978-1-7281-0234-4 | 978-1-5386-6420-9 | 978-1-4244-1115-3 | 978-1-4244-3803-7 | 978-1-4577-1787-1 | 978-1-7281-4540-2 | 978-1-4244-9637-2 | 978-1-4799-3128-6 | 978-1-4673-6358-7
g0096	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.9	isbn	0.99	isbn	0.98	isbn	3	0.96	978-0470685952 | 978-0060753672 | 978-0066620992 | 978-0300188226 | 978-0307407160 | 978-0393337648 | 978-0578096650 | 978-0691115276 | 978-0735611313 | 978-1455509126 | 978-1591845829 | 978-1591848264 | 978-1594039898 | 978-1904915379 | 978-0061723766 | 978-0812968255 | 978-0385542760 | 978-0393355475 | 978-0609809648 | 978-0615303765
g0097	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.9	isbn	0.95	isbn	0.95	isbn	3	0.93	978-1-7281-2999-0 | 978-1-5386-4283-2 | 978-0-7695-3325-4 | 978-1-5090-4731-4 | 978-1-4673-1666-8 | 978-1-4799-0774-8 | 978-1-7281-9186-7 | 978-1-7281-9231-4 | 978-1-4673-4662-7 | 978-1-4244-5861-5 | 0-7803-8439-3 | 978-1-5386-5896-3 | 0-7803-7222-0 | 978-1-7281-1935-9 | 978-0-7695-4445-8 | 0-7803-5841-4 | 978-1-5386-4328-0 | 978-1-4244-3943-0 | 978-1-4799-9967-5 | 978-1-4244-6551-4
g0098	ac-03	CONFIRM		identity.commerce.isbn	identity.medical.npi	isbn	0.9	isbn	0.95	isbn	0.95	isbn	3	0.93	1612620248 | 0316250945 | 1612622593 | 1421552434 | 1421552485 | 0316250929 | 1612620078 | None | 1937867250 | 1612620957
g0099	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.95	isbn	0.99	isbn	0.98	isbn	3	0.97	978-1-7281-0369-3 | 978-1-5386-6420-9 | 978-1-4244-1115-3 | 978-1-7281-0234-4 | 978-1-7281-4540-2 | 978-1-4244-9637-2 | 978-1-4799-3128-6 | 978-1-4244-3803-7 | 978-1-4577-1787-1 | 978-1-4673-6358-7
g0100	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.95	isbn	0.99	isbn	0.98	isbn	3	0.97	978-1-4673-4529-3 | 978-1-4799-8676-7 | 978-1-4244-5540-9 | 978-1-4577-0687-5 | 978-1-7281-3018-7 | 978-1-4673-2312-3 | 978-1-4799-6929-6 | 978-1-5090-6734-3 | 978-1-4799-8547-0 | 978-1-5386-2671-9 | 978-1-7281-3925-8 | 978-1-7281-0872-8 | 978-1-5090-6471-7 | 978-1-4503-5663-3 | 978-1-5090-2612-8 | 978-0-7695-4439-7 | 978-0-7695-3383-4 | 978-1-4673-6564-2 | 978-1-5386-1449-5 | 978-0-7695-4670-4
g0101	ac-03	CONFIRM		identity.commerce.isbn	identity.commerce.isbn	isbn	0.8	isbn	0.9	isbn	0.95	isbn	3	0.88	0470685956 | 0062076256 | 006236250X | 0393337642 | 0399184481 | 0471446912 | 0553418831 | 0679424733 | 0679720227 | 0691115273 | 0691160538 | 0735611319 | 0743299795 | 0787956317 | 0997560304 | 1101903201 | 1524758868 | 1583335307 | 1594039895 | 1933771712
g0105	ac-03	CONFIRM		representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	alphanumeric_id	0.85	alphanumeric_id	0.95	alphanumeric_id	0.95	alphanumeric_id	3	0.92	wfo-0000159601 | wfo-4000015805 | wfo-0000159600 | wfo-0000159602
g0106	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.9	monetary_amount	2	0.85	-1617000000 | 7786000000 | 3362000000 | 1041000000
g0110	ac-03	CONFIRM		representation.identifier.alphanumeric_id	representation.identifier.alphanumeric_id	alphanumeric_id	0.85	alphanumeric_id	0.95	alphanumeric_id	0.95	alphanumeric_id	3	0.92	wfo-0000903200 | wfo-4000036852 | wfo-0000903198 | wfo-0000903199 | wfo-0000903201
g0111	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.9	monetary_amount	2	0.85	7636000000 | 7572000000 | 7586000000 | 7736000000
g0112	ac-03	CONFIRM		geography.address.postal_code	geography.address.postal_code	postal_code	0.9	postal_code	0.95	zipcode	0.95	postal_code	2	0.93	73120-5133 | 74107-2201 | 73102-2434 | 73023 | 73107 | 73109-6712 | 74554-0066 | 73449-5020 | 74107- | 73110-3333 | 73069-8224 | 74361 | 73106-7642 | 74601 | 73013-1991 | 73069 | 74012-4026 | 74120-3222 | 73003-6250 | 74133
g0113	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.6	integer_number	0.7	integer_number	0.9	integer_number	3	0.73	5308 | 5315 | 5288 | 5301 | 5285 | 5321 | 5318 | 5320 | 5300 | 5281 | 5305 | 5317 | 5278 | 5319 | 5296 | 5322 | 5304 | 5316 | 5311 | 5295
g0114	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.5	integer_number	0.65	integer_number	0.85	integer_number	3	0.67	3039 | 3479 | 7419 | 7106 | 5237 | 5377 | 1004 | 4079 | 3405 | 3311 | 7451 | 9019 | 3042 | 1516 | 5394 | 6063 | 7065 | 7402 | 8179 | 7124
g0115	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.7	integer_number	0.8	integer_number	0.9	integer_number	3	0.8	406 | 5 | 225 | 184 | 360 | 363 | 306 | 317 | 264 | 356 | 243 | 311 | 36 | 392 | 312 | 60 | 398 | 315 | 259 | 343
g0116	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.95	monetary_amount	2	0.88	-160853000 | -16724000 | -14638000 | -23289000
g0117	ac-03	CONFIRM		representation.numeric.decimal_number	representation.numeric.decimal_number	amount	0.7	decimal_number	0.9	decimal_number	0.9	monetary_amount	2	0.9	-270269883.0 | -2156893988.0 | 2701751944.0 | 396458184.0
g0118	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.95	monetary_amount	2	0.88	185000000 | 1001000000 | 795000000 | 286000000
g0119	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	integer_number	0.85	integer_number	0.85	integer_number	0.95	integer_number	3	0.88	35 | 30 | 5 | 54 | 17 | 2 | 28 | 108 | 19 | 13 | 7 | 8 | 1 | 3 | 6 | 69 | 41 | 20 | 12 | 0
g0120	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.95	monetary_amount	2	0.88	-89937000 | -43693000 | -40436000 | -40166000
g0121	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.9	monetary_amount	2	0.85	-644000000 | 257000000 | 261000000 | -129000000
g0122	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.95	monetary_amount	2	0.88	-21336000 | -13395000 | -19672000 | -14824000
g0123	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.95	monetary_amount	2	0.88	-75000000 | -68000000 | -74000000 | -73000000
g0124	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.95	monetary_amount	2	0.88	-13224000 | -6038000 | -12311000 | -8717000
g0125	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.95	monetary_amount	2	0.88	-59000000 | -45888000 | -48854000 | -54200000
g0126	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.6	integer_number	0.8	integer_number	0.9	monetary_amount	2	0.85	264280 | 2865532 | 366829
g0127	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.7	integer_number	0.8	integer_number	0.9	monetary_amount	2	0.85	8118000 | 9481000 | 8281000
g0128	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.95	monetary_amount	2	0.88	2381000000 | 2711000000 | 2454000000 | 2887000000
g0129	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.95	monetary_amount	2	0.88	2882000000 | 3218000000 | 3019000000 | 3125000000
g0130	ac-03	CONFIRM		representation.numeric.integer_number	representation.numeric.integer_number	amount	0.75	integer_number	0.8	integer_number	0.95	monetary_amount	2	0.88	2119019000 | 2429910000 | 2784107000 | 2308015000
g0131	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.95	url	0.99	url	0.95	url	3	0.96	https://a0.muscache.com/im/pictures/2bdf | https://a0.muscache.com/im/pictures/user | https://a0.muscache.com/im/pictures/39a3 | https://a0.muscache.com/im/users/9815788
g0132	ac-03	CONFIRM		technology.internet.url	technology.internet.url	url	0.95	url	0.99	url	0.95	url	3	0.96	https://a0.muscache.com/im/pictures/2bdf | https://a0.muscache.com/im/users/9815788 | https://a0.muscache.com/im/pictures/39a3 | https://a0.muscache.com/im/pictures/user
